Date,Time,CO2
2024-11-14,17:36:06,484.00
2024-11-14,17:41:10,502.00
2024-11-14,17:46:06,482.00
2024-11-14,17:51:12,475.00
2024-11-14,17:56:05,479.00
2024-11-14,18:01:10,495.00
2024-11-14,18:06:06,480.00
2024-11-14,18:11:12,475.00
2024-11-14,18:16:06,469.00
2024-11-14,18:21:10,435.00
2024-11-14,18:26:05,456.00
2024-11-14,18:31:12,505.00
2024-11-14,18:36:07,497.00
2024-11-14,18:41:10,474.00
2024-11-14,18:46:06,499.00
2024-11-14,18:51:12,496.00
2024-11-14,18:56:05,483.00
2024-11-14,19:01:10,516.00
2024-11-14,19:06:06,519.00
2024-11-14,19:11:12,508.00
2024-11-14,19:16:05,485.00
2024-11-14,19:21:10,481.00
2024-11-14,19:26:05,509.00
2024-11-14,19:31:12,494.00
2024-11-14,19:36:06,486.00
2024-11-14,19:41:10,506.00
2024-11-14,19:46:05,531.00
2024-11-14,19:51:12,515.00
2024-11-14,19:56:06,495.00
2024-11-14,20:01:09,491.00
2024-11-14,20:06:07,479.00
2024-11-14,20:11:13,480.00
