recorded;RADON_SHORT_TERM_AVG pCi/L;PM2_5 μg/m3;CO2 ppm;HUMIDITY %;TEMP °F;VOC ppb;PRESSURE inHg;PM1 μg/m3
2024-11-11T20:50:54;0.14;;;;;;;
2024-11-11T20:50:56;;;652.00;34.26;80.06;;;
2024-11-11T20:50:58;;0.00;;;;46.00;29.41;0.00
2024-11-11T20:53:21;;;724.00;28.52;80.42;;;
2024-11-11T20:53:23;;0.00;;;;;;0.00
2024-11-11T20:55:51;;;694.00;29.66;80.28;;;
2024-11-11T20:55:53;;0.00;;;;88.00;29.41;0.00
2024-11-11T20:58:19;;;687.00;30.54;79.84;;;
2024-11-11T20:58:21;;0.00;;;;;;0.00
2024-11-11T21:00:51;;;786.00;29.59;79.61;;;
2024-11-11T21:00:53;;0.00;;;;166.00;29.41;0.00
2024-11-11T21:03:19;;;774.00;30.74;79.39;;;
2024-11-11T21:03:21;;0.00;;;;;;0.00
2024-11-11T21:15:49;;;635.00;29.54;78.24;;;
2024-11-11T21:15:51;;;;;;1409.00;29.42;
2024-11-11T21:20:53;;;613.00;29.69;76.66;;;
2024-11-11T21:20:55;;1.00;;;;63.00;29.42;0.00
2024-11-11T21:25:49;;;580.00;29.96;75.54;;;
2024-11-11T21:25:51;;;;;;41.00;29.42;
2024-11-11T21:30:53;0.19;;;;;;;
2024-11-11T21:30:55;;;511.00;30.81;74.52;;;
2024-11-11T21:30:57;;0.00;;;;84.00;29.42;0.00
2024-11-11T21:35:49;;;518.00;31.15;74.52;;;
2024-11-11T21:35:51;;;;;;72.00;29.42;
2024-11-11T21:40:53;;;491.00;31.35;74.30;;;
2024-11-11T21:40:55;;0.00;;;;80.00;29.42;0.00
2024-11-11T21:45:49;;;449.00;31.57;74.19;;;
2024-11-11T21:45:51;;;;;;76.00;29.42;
2024-11-11T21:50:53;0.19;;;;;;;
2024-11-11T21:50:55;;;473.00;31.80;74.07;;;
2024-11-11T21:50:57;;0.00;;;;69.00;29.42;0.00
2024-11-11T21:55:48;;;481.00;31.98;73.90;;;
2024-11-11T21:55:50;;;;;;50.00;29.42;
2024-11-11T22:00:53;;;470.00;32.09;73.62;;;
2024-11-11T22:00:55;;0.00;;;;46.00;29.42;0.00
2024-11-11T22:05:48;;;452.00;32.13;73.51;;;
2024-11-11T22:05:50;;;;;;63.00;29.43;
2024-11-11T22:10:53;0.19;;;;;;;
2024-11-11T22:10:55;;;457.00;32.25;73.51;;;
2024-11-11T22:10:57;;0.00;;;;59.00;29.43;0.00
2024-11-11T22:15:48;;;468.00;32.37;73.17;;;
2024-11-11T22:15:50;;;;;;63.00;29.43;
2024-11-11T22:20:52;;;459.00;32.42;73.17;;;
2024-11-11T22:20:54;;1.00;;;;61.00;29.43;1.00
2024-11-11T22:25:47;;;477.00;32.52;73.08;;;
2024-11-11T22:25:49;;;;;;46.00;29.43;
2024-11-11T22:30:52;0.19;;;;;;;
2024-11-11T22:30:54;;;460.00;32.57;72.91;;;
2024-11-11T22:30:56;;0.00;;;;48.00;29.43;0.00
2024-11-11T22:35:49;;;450.00;32.61;72.72;;;
2024-11-11T22:35:51;;;;;;52.00;29.44;
2024-11-11T22:40:53;;;480.00;32.79;72.82;;;
2024-11-11T22:40:55;;0.00;;;;46.00;29.44;0.00
2024-11-11T22:45:49;;;482.00;32.79;73.04;;;
2024-11-11T22:45:51;;;;;;46.00;29.44;
2024-11-11T22:50:53;0.19;;;;;;;
2024-11-11T22:50:55;;;474.00;32.86;73.00;;;
2024-11-11T22:50:57;;0.00;;;;46.00;29.44;0.00
2024-11-11T22:55:49;;;456.00;32.80;72.82;;;
2024-11-11T22:55:51;;;;;;48.00;29.44;
2024-11-11T23:00:53;;;448.00;32.96;72.82;;;
2024-11-11T23:00:55;;0.00;;;;58.00;29.44;0.00
2024-11-11T23:05:48;;;468.00;32.95;72.72;;;
2024-11-11T23:05:50;;;;;;46.00;29.44;
2024-11-11T23:10:52;0.19;;;;;;;
2024-11-11T23:10:54;;;475.00;33.08;72.61;;;
2024-11-11T23:10:56;;0.00;;;;46.00;29.44;0.00
2024-11-11T23:15:47;;;478.00;33.04;72.50;;;
2024-11-11T23:15:49;;;;;;46.00;29.44;
2024-11-11T23:20:52;;;455.00;33.07;72.39;;;
2024-11-11T23:20:54;;0.00;;;;50.00;29.44;0.00
2024-11-11T23:25:48;;;473.00;33.28;72.39;;;
2024-11-11T23:25:50;;;;;;46.00;29.45;
2024-11-11T23:30:53;0.19;;;;;;;
2024-11-11T23:30:55;;;499.00;33.36;72.16;;;
2024-11-11T23:30:57;;0.00;;;;56.00;29.45;0.00
2024-11-11T23:35:49;;;492.00;33.42;72.36;;;
2024-11-11T23:35:51;;;;;;46.00;29.45;
2024-11-11T23:40:53;;;486.00;33.47;72.27;;;
2024-11-11T23:40:55;;0.00;;;;46.00;29.45;0.00
2024-11-11T23:45:48;;;475.00;33.57;72.39;;;
2024-11-11T23:45:50;;;;;;46.00;29.45;
2024-11-11T23:50:53;0.19;;;;;;;
2024-11-11T23:50:55;;;462.00;33.62;71.98;;;
2024-11-11T23:50:57;;0.00;;;;46.00;29.45;0.00
2024-11-11T23:55:48;;;448.00;33.65;72.16;;;
2024-11-11T23:55:50;;;;;;48.00;29.45;
2024-11-12T00:00:51;;;464.00;33.70;72.16;;;
2024-11-12T00:00:53;;0.00;;;;46.00;29.45;0.00
2024-11-12T00:05:48;;;456.00;33.75;72.16;;;
2024-11-12T00:05:50;;;;;;46.00;29.45;
2024-11-12T00:10:52;0.19;;;;;;;
2024-11-12T00:10:54;;;468.00;33.85;72.16;;;
2024-11-12T00:10:56;;0.00;;;;46.00;29.45;0.00
2024-11-12T00:15:47;;;474.00;33.91;72.16;;;
2024-11-12T00:15:49;;;;;;46.00;29.45;
2024-11-12T00:20:52;;;480.00;33.93;71.89;;;
2024-11-12T00:20:54;;0.00;;;;46.00;29.45;0.00
2024-11-12T00:25:48;;;495.00;34.04;71.92;;;
2024-11-12T00:25:50;;;;;;50.00;29.45;
2024-11-12T00:30:52;0.19;;;;;;;
2024-11-12T00:30:54;;;471.00;34.29;71.92;;;
2024-11-12T00:30:56;;0.00;;;;46.00;29.46;0.00
2024-11-12T00:35:48;;;464.00;34.23;71.69;;;
2024-11-12T00:35:50;;;;;;58.00;29.46;
2024-11-12T00:40:52;;;472.00;34.23;71.69;;;
2024-11-12T00:40:54;;0.00;;;;46.00;29.46;0.00
2024-11-12T00:45:46;;;498.00;34.34;71.69;;;
2024-11-12T00:45:48;;;;;;56.00;29.46;
2024-11-12T00:50:51;0.19;;;;;;;
2024-11-12T00:50:53;;;506.00;34.42;71.92;;;
2024-11-12T00:50:55;;0.00;;;;59.00;29.46;0.00
2024-11-12T00:55:48;;;460.00;34.48;71.65;;;
2024-11-12T00:55:50;;;;;;46.00;29.46;
2024-11-12T01:00:52;;;464.00;34.54;71.49;;;
2024-11-12T01:00:54;;0.00;;;;54.00;29.46;0.00
2024-11-12T01:05:49;;;495.00;34.60;71.60;;;
2024-11-12T01:05:51;;;;;;50.00;29.46;
2024-11-12T01:10:53;0.19;;;;;;;
2024-11-12T01:10:55;;;476.00;34.55;71.64;;;
2024-11-12T01:10:57;;0.00;;;;46.00;29.46;0.00
2024-11-12T01:15:47;;;466.00;34.60;71.60;;;
2024-11-12T01:15:50;;;;;;46.00;29.46;
2024-11-12T01:20:51;;;458.00;34.61;71.55;;;
2024-11-12T01:20:53;;0.00;;;;48.00;29.46;0.00
2024-11-12T01:25:48;;;449.00;34.60;71.62;;;
2024-11-12T01:25:50;;;;;;46.00;29.46;
2024-11-12T01:30:52;0.19;;;;;;;
2024-11-12T01:30:54;;;456.00;34.80;71.53;;;
2024-11-12T01:30:56;;0.00;;;;46.00;29.46;0.00
2024-11-12T01:35:48;;;468.00;34.78;71.65;;;
2024-11-12T01:35:50;;;;;;46.00;29.46;
2024-11-12T01:40:53;;;474.00;34.86;71.49;;;
2024-11-12T01:40:55;;0.00;;;;48.00;29.46;0.00
2024-11-12T01:45:48;;;472.00;34.96;71.49;;;
2024-11-12T01:45:50;;;;;;46.00;29.46;
2024-11-12T01:50:52;0.19;;;;;;;
2024-11-12T01:50:54;;;438.00;35.07;71.60;;;
2024-11-12T01:50:56;;0.00;;;;61.00;29.46;0.00
2024-11-12T01:55:49;;;445.00;35.06;71.49;;;
2024-11-12T01:55:51;;;;;;52.00;29.47;
2024-11-12T02:00:53;;;471.00;34.93;71.49;;;
2024-11-12T02:00:55;;0.00;;;;46.00;29.46;0.00
2024-11-12T02:05:47;;;459.00;35.00;71.24;;;
2024-11-12T02:05:49;;;;;;46.00;29.46;
2024-11-12T02:10:52;0.19;;;;;;;
2024-11-12T02:10:54;;;464.00;35.09;71.49;;;
2024-11-12T02:10:56;;0.00;;;;48.00;29.46;0.00
2024-11-12T02:15:49;;;459.00;35.17;71.51;;;
2024-11-12T02:15:51;;;;;;46.00;29.46;
2024-11-12T02:20:52;;;446.00;35.17;71.24;;;
2024-11-12T02:20:54;;0.00;;;;65.00;29.46;0.00
2024-11-12T02:25:48;;;449.00;35.20;71.20;;;
2024-11-12T02:25:50;;;;;;48.00;29.47;
2024-11-12T02:30:52;0.19;;;;;;;
2024-11-12T02:30:54;;;466.00;35.18;71.49;;;
2024-11-12T02:30:56;;0.00;;;;48.00;29.46;0.00
2024-11-12T02:35:48;;;495.00;35.37;71.47;;;
2024-11-12T02:35:50;;;;;;54.00;29.46;
2024-11-12T02:40:53;;;503.00;35.41;71.49;;;
2024-11-12T02:40:55;;0.00;;;;46.00;29.46;0.00
2024-11-12T02:45:49;;;469.00;35.41;71.29;;;
2024-11-12T02:45:51;;;;;;46.00;29.46;
2024-11-12T02:50:53;0.19;;;;;;;
2024-11-12T02:50:55;;;453.00;35.46;71.42;;;
2024-11-12T02:50:57;;0.00;;;;58.00;29.46;0.00
2024-11-12T02:55:48;;;462.00;35.58;71.38;;;
2024-11-12T02:55:50;;;;;;46.00;29.46;
2024-11-12T03:00:53;;;490.00;35.59;71.22;;;
2024-11-12T03:00:55;;0.00;;;;59.00;29.46;0.00
2024-11-12T03:05:48;;;490.00;35.64;71.24;;;
2024-11-12T03:05:50;;;;;;50.00;29.46;
2024-11-12T03:10:53;0.19;;;;;;;
2024-11-12T03:10:55;;;469.00;35.73;71.15;;;
2024-11-12T03:10:57;;0.00;;;;46.00;29.45;0.00
2024-11-12T03:15:49;;;476.00;35.66;71.24;;;
2024-11-12T03:15:51;;;;;;54.00;29.45;
2024-11-12T03:20:52;;;477.00;35.72;71.17;;;
2024-11-12T03:20:55;;0.00;;;;65.00;29.45;0.00
2024-11-12T03:25:47;;;462.00;35.79;71.28;;;
2024-11-12T03:25:49;;;;;;46.00;29.45;
2024-11-12T03:30:52;0.19;;;;;;;
2024-11-12T03:30:54;;;460.00;35.86;71.04;;;
2024-11-12T03:30:56;;0.00;;;;46.00;29.44;0.00
2024-11-12T03:35:48;;;470.00;35.79;71.02;;;
2024-11-12T03:35:50;;;;;;52.00;29.44;
2024-11-12T03:40:52;;;474.00;35.97;70.90;;;
2024-11-12T03:40:54;;0.00;;;;46.00;29.44;0.00
2024-11-12T03:45:49;;;480.00;35.86;71.29;;;
2024-11-12T03:45:51;;;;;;46.00;29.44;
2024-11-12T03:50:53;0.19;;;;;;;
2024-11-12T03:50:55;;;471.00;36.03;71.02;;;
2024-11-12T03:50:57;;0.00;;;;46.00;29.44;0.00
2024-11-12T03:55:48;;;466.00;35.96;71.01;;;
2024-11-12T03:55:50;;;;;;46.00;29.43;
2024-11-12T04:00:53;;;488.00;35.93;71.10;;;
2024-11-12T04:00:55;;0.00;;;;46.00;29.44;0.00
2024-11-12T04:05:48;;;484.00;35.98;71.02;;;
2024-11-12T04:05:50;;;;;;46.00;29.44;
2024-11-12T04:10:52;0.14;;;;;;;
2024-11-12T04:10:54;;;466.00;35.99;70.97;;;
2024-11-12T04:10:56;;0.00;;;;46.00;29.44;0.00
2024-11-12T04:15:48;;;463.00;36.05;70.97;;;
2024-11-12T04:15:50;;;;;;50.00;29.44;
2024-11-12T04:20:53;;;451.00;36.03;71.15;;;
2024-11-12T04:20:55;;0.00;;;;48.00;29.44;0.00
2024-11-12T04:25:49;;;461.00;36.03;71.02;;;
2024-11-12T04:25:51;;;;;;54.00;29.44;
2024-11-12T04:30:54;0.14;;;;;;;
2024-11-12T04:30:56;;;471.00;35.99;71.02;;;
2024-11-12T04:30:58;;0.00;;;;48.00;29.44;0.00
2024-11-12T04:35:50;;;466.00;36.07;71.02;;;
2024-11-12T04:35:52;;;;;;48.00;29.44;
2024-11-12T04:40:53;;;466.00;36.07;71.02;;;
2024-11-12T04:40:55;;1.00;;;;46.00;29.44;1.00
2024-11-12T04:45:49;;;470.00;36.06;70.81;;;
2024-11-12T04:45:51;;;;;;46.00;29.44;
2024-11-12T04:50:54;0.14;;;;;;;
2024-11-12T04:50:56;;;484.00;36.09;70.83;;;
2024-11-12T04:50:58;;0.00;;;;56.00;29.44;0.00
2024-11-12T04:55:49;;;480.00;36.12;71.02;;;
2024-11-12T04:55:51;;;;;;52.00;29.44;
2024-11-12T05:00:53;;;488.00;36.11;70.81;;;
2024-11-12T05:00:55;;0.00;;;;48.00;29.44;0.00
2024-11-12T05:05:50;;;466.00;36.20;71.13;;;
2024-11-12T05:05:52;;;;;;50.00;29.44;
2024-11-12T05:10:53;0.14;;;;;;;
2024-11-12T05:10:56;;;454.00;36.01;70.90;;;
2024-11-12T05:10:58;;0.00;;;;58.00;29.44;0.00
2024-11-12T05:15:49;;;478.00;36.21;71.02;;;
2024-11-12T05:15:51;;;;;;54.00;29.44;
2024-11-12T05:20:54;;;472.00;36.16;70.83;;;
2024-11-12T05:20:56;;0.00;;;;46.00;29.44;0.00
2024-11-12T05:25:49;;;461.00;36.14;70.84;;;
2024-11-12T05:25:51;;;;;;52.00;29.44;
2024-11-12T05:30:53;0.14;;;;;;;
2024-11-12T05:30:55;;;437.00;36.09;70.90;;;
2024-11-12T05:30:57;;0.00;;;;48.00;29.44;0.00
2024-11-12T05:35:49;;;427.00;36.16;70.81;;;
2024-11-12T05:35:51;;;;;;46.00;29.44;
2024-11-12T05:40:53;;;455.00;36.12;70.81;;;
2024-11-12T05:40:55;;0.00;;;;54.00;29.44;0.00
2024-11-12T05:45:49;;;489.00;36.06;70.45;;;
2024-11-12T05:45:51;;;;;;54.00;29.44;
2024-11-12T05:50:54;0.14;;;;;;;
2024-11-12T05:50:56;;;481.00;36.17;70.81;;;
2024-11-12T05:50:58;;0.00;;;;50.00;29.44;0.00
2024-11-12T05:55:49;;;460.00;36.06;70.81;;;
2024-11-12T05:55:51;;;;;;48.00;29.44;
2024-11-12T06:00:53;;;465.00;36.18;70.81;;;
2024-11-12T06:00:55;;0.00;;;;46.00;29.44;0.00
2024-11-12T06:05:50;;;478.00;36.11;70.57;;;
2024-11-12T06:05:52;;;;;;46.00;29.44;
2024-11-12T06:10:55;0.14;;;;;;;
2024-11-12T06:10:57;;;455.00;35.95;70.81;;;
2024-11-12T06:10:59;;0.00;;;;56.00;29.44;0.00
2024-11-12T06:15:49;;;433.00;35.94;70.81;;;
2024-11-12T06:15:51;;;;;;52.00;29.44;
2024-11-12T06:20:53;;;451.00;35.92;70.57;;;
2024-11-12T06:20:55;;0.00;;;;46.00;29.44;0.00
2024-11-12T06:25:49;;;487.00;35.97;70.81;;;
2024-11-12T06:25:51;;;;;;48.00;29.45;
2024-11-12T06:30:53;0.14;;;;;;;
2024-11-12T06:30:55;;;491.00;35.94;70.39;;;
2024-11-12T06:30:57;;0.00;;;;56.00;29.45;0.00
2024-11-12T06:35:49;;;473.00;35.87;70.57;;;
2024-11-12T06:35:51;;;;;;46.00;29.45;
2024-11-12T06:40:54;;;476.00;35.79;70.81;;;
2024-11-12T06:40:56;;0.00;;;;46.00;29.45;0.00
2024-11-12T06:45:49;;;476.00;35.80;70.81;;;
2024-11-12T06:45:51;;;;;;59.00;29.45;
2024-11-12T06:50:53;0.14;;;;;;;
2024-11-12T06:50:55;;;477.00;35.77;70.81;;;
2024-11-12T06:50:57;;0.00;;;;46.00;29.45;0.00
2024-11-12T06:55:50;;;502.00;35.65;70.36;;;
2024-11-12T06:55:52;;;;;;61.00;29.45;
2024-11-12T07:00:53;;;498.00;35.64;70.57;;;
2024-11-12T07:00:55;;0.00;;;;56.00;29.45;0.00
2024-11-12T07:05:49;;;464.00;35.68;70.81;;;
2024-11-12T07:05:51;;;;;;59.00;29.45;
2024-11-12T07:10:54;0.14;;;;;;;
2024-11-12T07:10:56;;;460.00;35.63;70.81;;;
2024-11-12T07:10:58;;0.00;;;;58.00;29.45;0.00
2024-11-12T07:15:49;;;475.00;35.56;70.39;;;
2024-11-12T07:15:51;;;;;;58.00;29.45;
2024-11-12T07:20:53;;;491.00;35.64;70.45;;;
2024-11-12T07:20:55;;0.00;;;;71.00;29.46;0.00
2024-11-12T07:25:50;;;483.00;35.52;70.57;;;
2024-11-12T07:25:52;;;;;;59.00;29.46;
2024-11-12T07:30:53;0.14;;;;;;;
2024-11-12T07:30:55;;;471.00;35.36;70.12;;;
2024-11-12T07:30:57;;0.00;;;;50.00;29.46;0.00
2024-11-12T07:35:49;;;483.00;35.33;70.36;;;
2024-11-12T07:35:51;;;;;;54.00;29.46;
2024-11-12T07:40:53;;;480.00;35.44;70.36;;;
2024-11-12T07:40:55;;0.00;;;;46.00;29.46;0.00
2024-11-12T07:45:49;;;472.00;35.32;70.12;;;
2024-11-12T07:45:51;;;;;;54.00;29.46;
2024-11-12T07:50:53;0.14;;;;;;;
2024-11-12T07:50:55;;;451.00;35.44;70.36;;;
2024-11-12T07:50:57;;0.00;;;;59.00;29.46;0.00
2024-11-12T07:55:50;;;454.00;35.49;70.12;;;
2024-11-12T07:55:52;;;;;;72.00;29.46;
2024-11-12T08:00:54;;;474.00;35.40;70.23;;;
2024-11-12T08:00:56;;0.00;;;;54.00;29.46;0.00
2024-11-12T08:05:50;;;470.00;35.31;70.36;;;
2024-11-12T08:05:52;;;;;;56.00;29.46;
2024-11-12T08:10:54;0.14;;;;;;;
2024-11-12T08:10:56;;;454.00;35.37;70.12;;;
2024-11-12T08:10:58;;0.00;;;;56.00;29.47;0.00
2024-11-12T08:15:50;;;465.00;35.28;70.36;;;
2024-11-12T08:15:52;;;;;;54.00;29.47;
2024-11-12T08:20:54;;;468.00;35.29;69.91;;;
2024-11-12T08:20:56;;0.00;;;;52.00;29.47;0.00
2024-11-12T08:25:50;;;444.00;35.22;70.00;;;
2024-11-12T08:25:52;;;;;;46.00;29.47;
2024-11-12T08:30:55;0.14;;;;;;;
2024-11-12T08:30:57;;;482.00;35.31;70.00;;;
2024-11-12T08:30:59;;0.00;;;;63.00;29.47;0.00
2024-11-12T08:35:50;;;508.00;35.24;70.00;;;
2024-11-12T08:35:52;;;;;;46.00;29.47;
2024-11-12T08:40:54;;;477.00;35.27;70.23;;;
2024-11-12T08:40:56;;0.00;;;;48.00;29.47;0.00
2024-11-12T08:45:50;;;470.00;35.29;70.00;;;
2024-11-12T08:45:52;;;;;;67.00;29.47;
2024-11-12T08:50:54;0.14;;;;;;;
2024-11-12T08:50:56;;;466.00;35.21;70.14;;;
2024-11-12T08:50:58;;0.00;;;;72.00;29.47;0.00
2024-11-12T08:55:50;;;466.00;35.10;70.00;;;
2024-11-12T08:55:52;;;;;;52.00;29.47;
2024-11-12T09:00:55;;;467.00;35.20;69.91;;;
2024-11-12T09:00:57;;0.00;;;;46.00;29.47;0.00
2024-11-12T09:05:50;;;494.00;35.14;70.07;;;
2024-11-12T09:05:52;;;;;;52.00;29.47;
2024-11-12T09:10:54;0.14;;;;;;;
2024-11-12T09:10:56;;;504.00;35.15;70.05;;;
2024-11-12T09:10:58;;0.00;;;;58.00;29.48;0.00
2024-11-12T09:15:51;;;459.00;35.00;69.96;;;
2024-11-12T09:15:53;;;;;;61.00;29.48;
2024-11-12T09:20:55;;;455.00;35.13;69.91;;;
2024-11-12T09:20:57;;0.00;;;;54.00;29.48;0.00
2024-11-12T09:25:50;;;454.00;35.10;69.91;;;
2024-11-12T09:25:52;;;;;;52.00;29.48;
2024-11-12T09:30:55;0.14;;;;;;;
2024-11-12T09:30:57;;;434.00;35.01;69.91;;;
2024-11-12T09:30:59;;0.00;;;;46.00;29.48;0.00
2024-11-12T09:35:50;;;432.00;34.91;69.91;;;
2024-11-12T09:35:52;;;;;;63.00;29.48;
2024-11-12T09:40:54;;;459.00;34.90;69.91;;;
2024-11-12T09:40:56;;0.00;;;;65.00;29.48;0.00
2024-11-12T09:45:50;;;481.00;34.87;69.80;;;
2024-11-12T09:45:52;;;;;;56.00;29.49;
2024-11-12T09:50:54;0.14;;;;;;;
2024-11-12T09:50:56;;;463.00;34.84;70.00;;;
2024-11-12T09:50:58;;0.00;;;;65.00;29.49;0.00
2024-11-12T09:55:50;;;453.00;34.74;69.67;;;
2024-11-12T09:55:52;;;;;;72.00;29.49;
2024-11-12T10:00:54;;;458.00;34.66;69.91;;;
2024-11-12T10:00:56;;0.00;;;;52.00;29.49;0.00
2024-11-12T10:05:50;;;457.00;34.58;69.78;;;
2024-11-12T10:05:52;;;;;;46.00;29.50;
2024-11-12T10:10:54;0.19;;;;;;;
2024-11-12T10:10:56;;;452.00;34.75;69.78;;;
2024-11-12T10:10:58;;0.00;;;;63.00;29.50;0.00
2024-11-12T10:15:50;;;464.00;34.50;69.44;;;
2024-11-12T10:15:52;;;;;;61.00;29.50;
2024-11-12T10:20:54;;;490.00;34.57;69.91;;;
2024-11-12T10:20:56;;0.00;;;;58.00;29.50;0.00
2024-11-12T10:25:50;;;483.00;34.35;69.78;;;
2024-11-12T10:25:52;;;;;;46.00;29.51;
2024-11-12T10:30:54;0.19;;;;;;;
2024-11-12T10:30:56;;;448.00;34.33;69.91;;;
2024-11-12T10:30:58;;0.00;;;;48.00;29.51;0.00
2024-11-12T10:35:49;;;424.00;34.24;69.78;;;
2024-11-12T10:35:51;;;;;;52.00;29.51;
2024-11-12T10:40:54;;;442.00;34.21;69.67;;;
2024-11-12T10:40:56;;0.00;;;;46.00;29.51;0.00
2024-11-12T10:45:50;;;440.00;34.15;69.67;;;
2024-11-12T10:45:52;;;;;;54.00;29.51;
2024-11-12T10:50:55;0.19;;;;;;;
2024-11-12T10:50:57;;;446.00;34.15;69.44;;;
2024-11-12T10:50:59;;0.00;;;;58.00;29.52;0.00
2024-11-12T10:55:50;;;450.00;34.08;69.85;;;
2024-11-12T10:55:52;;;;;;46.00;29.52;
2024-11-12T11:00:54;;;454.00;34.04;69.71;;;
2024-11-12T11:00:56;;0.00;;;;67.00;29.52;0.00
2024-11-12T11:05:49;;;453.00;33.98;69.44;;;
2024-11-12T11:05:51;;;;;;52.00;29.52;
2024-11-12T11:10:54;0.14;;;;;;;
2024-11-12T11:10:56;;;435.00;33.76;69.44;;;
2024-11-12T11:10:58;;0.00;;;;67.00;29.53;0.00
2024-11-12T11:15:51;;;441.00;33.63;69.42;;;
2024-11-12T11:15:53;;;;;;50.00;29.53;
2024-11-12T11:20:55;;;440.00;33.54;69.67;;;
2024-11-12T11:20:57;;0.00;;;;50.00;29.53;0.00
2024-11-12T11:25:51;;;443.00;33.40;69.42;;;
2024-11-12T11:25:53;;;;;;46.00;29.53;
2024-11-12T11:30:55;0.14;;;;;;;
2024-11-12T11:30:57;;;445.00;33.43;69.44;;;
2024-11-12T11:30:59;;0.00;;;;46.00;29.54;0.00
2024-11-12T11:35:51;;;428.00;33.53;69.49;;;
2024-11-12T11:35:53;;;;;;46.00;29.54;
2024-11-12T11:40:55;;;428.00;33.53;69.51;;;
2024-11-12T11:40:57;;0.00;;;;46.00;29.55;0.00
2024-11-12T11:45:51;;;444.00;33.38;69.44;;;
2024-11-12T11:45:53;;;;;;54.00;29.55;
2024-11-12T11:50:55;0.14;;;;;;;
2024-11-12T11:50:57;;;434.00;33.26;69.40;;;
2024-11-12T11:50:59;;0.00;;;;46.00;29.55;0.00
2024-11-12T11:55:50;;;454.00;33.19;69.44;;;
2024-11-12T11:55:52;;;;;;46.00;29.55;
2024-11-12T12:00:55;;;465.00;33.07;69.17;;;
2024-11-12T12:00:57;;0.00;;;;50.00;29.56;0.00
2024-11-12T12:05:51;;;470.00;33.23;69.33;;;
2024-11-12T12:05:53;;;;;;59.00;29.56;
2024-11-12T12:10:55;0.19;;;;;;;
2024-11-12T12:10:57;;;479.00;33.14;69.39;;;
2024-11-12T12:10:59;;0.00;;;;63.00;29.57;0.00
2024-11-12T12:15:51;;;465.00;33.11;69.33;;;
2024-11-12T12:15:53;;;;;;58.00;29.57;
2024-11-12T12:20:55;;;455.00;33.01;69.42;;;
2024-11-12T12:20:57;;0.00;;;;46.00;29.57;0.00
2024-11-12T12:25:51;;;434.00;32.93;69.39;;;
2024-11-12T12:25:53;;;;;;46.00;29.57;
2024-11-12T12:30:56;0.19;;;;;;;
2024-11-12T12:30:58;;;461.00;33.04;69.44;;;
2024-11-12T12:31;;0.00;;;;46.00;29.58;0.00
2024-11-12T12:35:51;;;465.00;32.87;69.44;;;
2024-11-12T12:35:53;;;;;;54.00;29.58;
2024-11-12T12:40:54;;;448.00;32.96;69.10;;;
2024-11-12T12:40:56;;0.00;;;;61.00;29.59;0.00
2024-11-12T12:45:51;;;454.00;32.92;69.33;;;
2024-11-12T12:45:53;;;;;;63.00;29.59;
2024-11-12T12:50:55;0.19;;;;;;;
2024-11-12T12:50:57;;;459.00;32.93;69.21;;;
2024-11-12T12:50:59;;0.00;;;;72.00;29.60;0.00
2024-11-12T12:55:50;;;447.00;32.95;69.42;;;
2024-11-12T12:55:52;;;;;;59.00;29.60;
2024-11-12T13:00:55;;;456.00;33.00;69.49;;;
2024-11-12T13:00:57;;0.00;;;;61.00;29.62;0.00
2024-11-12T13:05:51;;;481.00;32.85;69.44;;;
2024-11-12T13:05:53;;;;;;76.00;29.62;
2024-11-12T13:10:55;0.24;;;;;;;
2024-11-12T13:10:57;;;455.00;32.82;69.39;;;
2024-11-12T13:10:59;;0.00;;;;61.00;29.63;0.00
2024-11-12T13:15:51;;;446.00;32.75;69.33;;;
2024-11-12T13:15:53;;;;;;76.00;29.63;
2024-11-12T13:20:55;;;434.00;32.54;69.33;;;
2024-11-12T13:20:57;;0.00;;;;71.00;29.63;0.00
2024-11-12T13:25:50;;;435.00;32.42;69.51;;;
2024-11-12T13:25:52;;;;;;71.00;29.63;
2024-11-12T13:30:55;0.24;;;;;;;
2024-11-12T13:30:57;;;459.00;32.22;69.39;;;
2024-11-12T13:30:59;;0.00;;;;78.00;29.64;0.00
2024-11-12T13:35:51;;;467.00;32.06;69.33;;;
2024-11-12T13:35:53;;;;;;86.00;29.64;
2024-11-12T13:40:55;;;456.00;31.85;69.44;;;
2024-11-12T13:40:57;;0.00;;;;80.00;29.64;0.00
2024-11-12T13:45:51;;;431.00;31.56;69.21;;;
2024-11-12T13:45:53;;;;;;86.00;29.65;
2024-11-12T13:50:55;0.24;;;;;;;
2024-11-12T13:50:57;;;437.00;31.21;69.44;;;
2024-11-12T13:50:59;;0.00;;;;71.00;29.65;0.00
2024-11-12T13:55:51;;;456.00;31.03;69.21;;;
2024-11-12T13:55:53;;;;;;80.00;29.66;
2024-11-12T14:00:54;;;463.00;30.99;69.33;;;
2024-11-12T14:00:56;;0.00;;;;82.00;29.66;0.00
2024-11-12T14:05:51;;;447.00;30.78;69.42;;;
2024-11-12T14:05:53;;;;;;93.00;29.66;
2024-11-12T14:10:55;0.19;;;;;;;
2024-11-12T14:10:57;;;427.00;30.65;69.44;;;
2024-11-12T14:10:59;;0.00;;;;91.00;29.66;0.00
2024-11-12T14:15:50;;;425.00;30.48;69.39;;;
2024-11-12T14:15:52;;;;;;89.00;29.67;
